,매장,매장주소,구,브랜드,lat,lng
266,신상도초교점,서울 동작구 양녕로 183 (상도동),동작구,EDIYA,37.49773340000001,126.9431657
267,이수중앙점,서울 동작구 사당로 285 (사당동),동작구,EDIYA,37.4846685,126.9791775
268,중앙대점,서울 동작구 흑석로 79 (흑석동),동작구,EDIYA,37.5070493,126.9584091
269,중앙대후문점,서울 동작구 흑석로 20 (상도동),동작구,EDIYA,37.5048152,126.9530338
270,총신대입구역점,서울 동작구 동작대로 119-1 (사당동),동작구,EDIYA,37.48735569999999,126.9818814
271,총신대점,"서울 동작구 사당로16가길 96 (사당동) 1,2층",동작구,EDIYA,37.4850934,126.9688033
272,해군회관점,서울 동작구 여의대방로 194 (대방동),동작구,EDIYA,37.5042619,126.9222618
273,흑석역점,서울 동작구 현충로 100-1 (흑석동),동작구,EDIYA,37.5076442,126.9647375
274,가재울중앙점,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",서대문구,EDIYA,37.57400810000001,126.9150231
275,독립문통일로점,서울 서대문구 영천동,서대문구,EDIYA,37.5702997,126.95771
276,동교동점,서울 서대문구 신촌로 5 (창천동),서대문구,EDIYA,37.5584454,126.9396953
277,명지대점,서울 서대문구 거북골로 35 (남가좌동),서대문구,EDIYA,37.57934789999999,126.9239252
278,명지전문대점,서울 서대문구 가좌로 140 (홍은동),서대문구,EDIYA,37.5845644,126.9241885
279,무악재역점,서울 서대문구 홍제동,서대문구,EDIYA,37.5870737,126.9489545
280,북가좌동점,서울 서대문구 증가로 257 (북가좌동),서대문구,EDIYA,37.5834512,126.9115332
281,서대문구청점,서울 서대문구 연희로 237 (연희동),서대문구,EDIYA,37.5782301,126.9356943
282,서대문점,서울 서대문구 냉천동,서대문구,EDIYA,37.5668121,126.9623526
283,신촌기차역점,서울 서대문구 신촌역로 35 (창천동),서대문구,EDIYA,37.5589545,126.941471
284,신촌역점,서울 서대문구 신촌로 87-20 (창천동),서대문구,EDIYA,37.5606319,126.9340132
285,아현역점,"서울 서대문구 신촌로37길 10 (북아현동, 아현 메디컬)",서대문구,EDIYA,37.5576636,126.9570442
286,연남동점,서울 서대문구 연희로 42 (연희동),서대문구,EDIYA,37.5623599,126.9278948
287,연대서문점,서울 서대문구 연희로10길 86 (연희동),서대문구,EDIYA,37.5636976,126.9337126
288,연세대점,서울 서대문구 연세로12길 10 (창천동),서대문구,EDIYA,37.5588603,126.9375258
289,연세의료원ABMRC점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,EDIYA,37.5623371,126.9408692
290,연세의료원제중관점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,EDIYA,37.5623371,126.9408692
291,연세의료원종합관점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,EDIYA,37.5623371,126.9408692
292,연희삼거리점,서울 서대문구 연희로 117 (연희동),서대문구,EDIYA,37.5683055,126.9318415
293,연희홍연길점,서울 서대문구 홍제천로 146-9 (연희동),서대문구,EDIYA,37.5735219,126.9264342
294,충정로3가점,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",서대문구,EDIYA,37.5613001,126.962259
295,홍은사거리점,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",서대문구,EDIYA,37.5927053,126.9416772
296,홍제역점,서울 서대문구 홍제동,서대문구,EDIYA,37.5870737,126.9489545
297,신촌로터리점,서울 마포구 서강로 135 (노고산동),마포구,EDIYA,37.5543865,126.9377806
298,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",마포구,EDIYA,37.5499797,126.934979
299,신촌하나로마트점,"서울 마포구 신촌로 66 (노고산동, 농협중앙회)",마포구,EDIYA,37.5560188,126.9331229
300,애오개역점,서울 마포구 마포대로 208 (아현동),마포구,EDIYA,37.552503,126.9568378
301,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",마포구,EDIYA,37.5401173,126.9455986
302,한강공원로점,서울 마포구 망원로 21 (망원동),마포구,EDIYA,37.5563623,126.899403
303,합정LIG점,서울 마포구 양화로1길 21 (합정동),마포구,EDIYA,37.5495343,126.9103471
304,합정동점,서울 마포구 양화로6길 90 (합정동),마포구,EDIYA,37.5482369,126.9190799
305,합정역사거리점,서울 마포구 독막로2길 5 (합정동),마포구,EDIYA,37.5482728,126.9148412
306,합정역점,서울 마포구 양화로11길 54 (서교동),마포구,EDIYA,37.5523,126.913834
307,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,EDIYA,37.5509108,126.9137604
308,홍대청기와점,서울 마포구 월드컵북로 7 (서교동),마포구,EDIYA,37.55561429999999,126.9206704
309,홍대학원가점,서울 마포구 와우산로 148 (창전동),마포구,EDIYA,37.5462849,126.9314574
310,홍익대점,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",마포구,EDIYA,37.5537933,126.9236946
311,가재울중앙점,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",서대문구,EDIYA,37.57400810000001,126.9150231
312,독립문통일로점,서울 서대문구 영천동,서대문구,EDIYA,37.5702997,126.95771
313,동교동점,서울 서대문구 신촌로 5 (창천동),서대문구,EDIYA,37.5584454,126.9396953
314,명지대점,서울 서대문구 거북골로 35 (남가좌동),서대문구,EDIYA,37.57934789999999,126.9239252
315,명지전문대점,서울 서대문구 가좌로 140 (홍은동),서대문구,EDIYA,37.5845644,126.9241885
316,무악재역점,서울 서대문구 홍제동,서대문구,EDIYA,37.5870737,126.9489545
317,북가좌동점,서울 서대문구 증가로 257 (북가좌동),서대문구,EDIYA,37.5834512,126.9115332
318,서대문구청점,서울 서대문구 연희로 237 (연희동),서대문구,EDIYA,37.5782301,126.9356943
319,서대문점,서울 서대문구 냉천동,서대문구,EDIYA,37.5668121,126.9623526
320,신촌기차역점,서울 서대문구 신촌역로 35 (창천동),서대문구,EDIYA,37.5589545,126.941471
321,신촌역점,서울 서대문구 신촌로 87-20 (창천동),서대문구,EDIYA,37.5606319,126.9340132
322,아현역점,"서울 서대문구 신촌로37길 10 (북아현동, 아현 메디컬)",서대문구,EDIYA,37.5576636,126.9570442
323,연남동점,서울 서대문구 연희로 42 (연희동),서대문구,EDIYA,37.5623599,126.9278948
324,연대서문점,서울 서대문구 연희로10길 86 (연희동),서대문구,EDIYA,37.5636976,126.9337126
325,연세대점,서울 서대문구 연세로12길 10 (창천동),서대문구,EDIYA,37.5588603,126.9375258
326,연세의료원ABMRC점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,EDIYA,37.5623371,126.9408692
327,연세의료원제중관점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,EDIYA,37.5623371,126.9408692
328,연세의료원종합관점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,EDIYA,37.5623371,126.9408692
329,연희삼거리점,서울 서대문구 연희로 117 (연희동),서대문구,EDIYA,37.5683055,126.9318415
330,연희홍연길점,서울 서대문구 홍제천로 146-9 (연희동),서대문구,EDIYA,37.5735219,126.9264342
331,충정로3가점,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",서대문구,EDIYA,37.5613001,126.962259
332,홍은사거리점,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",서대문구,EDIYA,37.5927053,126.9416772
333,홍제역점,서울 서대문구 홍제동,서대문구,EDIYA,37.5870737,126.9489545
334,신촌로터리점,서울 마포구 서강로 135 (노고산동),마포구,EDIYA,37.5543865,126.9377806
335,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",마포구,EDIYA,37.5499797,126.934979
336,신촌하나로마트점,"서울 마포구 신촌로 66 (노고산동, 농협중앙회)",마포구,EDIYA,37.5560188,126.9331229
337,애오개역점,서울 마포구 마포대로 208 (아현동),마포구,EDIYA,37.552503,126.9568378
338,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",마포구,EDIYA,37.5401173,126.9455986
339,한강공원로점,서울 마포구 망원로 21 (망원동),마포구,EDIYA,37.5563623,126.899403
340,합정LIG점,서울 마포구 양화로1길 21 (합정동),마포구,EDIYA,37.5495343,126.9103471
341,합정동점,서울 마포구 양화로6길 90 (합정동),마포구,EDIYA,37.5482369,126.9190799
342,합정역사거리점,서울 마포구 독막로2길 5 (합정동),마포구,EDIYA,37.5482728,126.9148412
343,합정역점,서울 마포구 양화로11길 54 (서교동),마포구,EDIYA,37.5523,126.913834
344,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,EDIYA,37.5509108,126.9137604
345,홍대청기와점,서울 마포구 월드컵북로 7 (서교동),마포구,EDIYA,37.55561429999999,126.9206704
346,홍대학원가점,서울 마포구 와우산로 148 (창전동),마포구,EDIYA,37.5462849,126.9314574
347,홍익대점,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",마포구,EDIYA,37.5537933,126.9236946
348,고대개운점,서울 성북구 개운사길 30 (안암동5가),성북구,EDIYA,37.5876904,127.0294356
349,고대점,서울 성북구 고려대로24길 35 (안암동5가),성북구,EDIYA,37.5846838,127.0295562
350,국민대점,서울 성북구 정릉로9라길 8 (정릉동),성북구,EDIYA,37.6111575,127.0003944
351,길음뉴타운점,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)",성북구,EDIYA,37.6096851,127.0207104
352,길음중앙점,"서울 성북구 도봉로 11 (길음동, 삼주빌딩)",성북구,EDIYA,37.6102465,127.0299069
353,돈암동점,서울 성북구 동소문로 119 (동선동4가),성북구,EDIYA,37.5943633,127.0185313
354,돈암아리랑점,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",성북구,EDIYA,37.5991068,127.0137948
355,돌곶이역점,서울 성북구 돌곶이로22길 3 (석관동),성북구,EDIYA,37.6102071,127.0581031
356,동덕여대점,서울 성북구 화랑로 99 (하월곡동),성북구,EDIYA,37.605611,127.0380182
357,동소문동점,서울 성북구 동소문로13길 5 (동소문동4가),성북구,EDIYA,37.5920452,127.0128751
358,보문역점,서울 성북구 보문로 111 (보문동2가),성북구,EDIYA,37.58488090000001,127.0191683
359,석계중앙점,서울 성북구 화랑로40길 61 (석관동),성북구,EDIYA,37.6073724,127.0631194
360,석관동점,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)",성북구,EDIYA,37.606103,127.0634229
361,성신여대역점,서울 성북구 동소문로17길 40 (동소문동6가),성북구,EDIYA,37.5939437,127.0159284
362,성신여대점,서울 성북구 보문로34길 100 (동선동2가),성북구,EDIYA,37.5912029,127.0207909
363,안암래미안점,서울 성북구 보문로30가길 42 (안암동1가),성북구,EDIYA,37.5889994,127.0220205
364,월곡1동점,서울 성북구 오패산로 99 (하월곡동),성북구,EDIYA,37.6107577,127.0351305
365,월곡동아점,서울 성북구 장월로1길 47 (상월곡동),성북구,EDIYA,37.6061973,127.0457843
366,장위2동점,서울 성북구 화랑로25길 14 (장위동),성북구,EDIYA,37.6147404,127.0603551
367,장위뉴타운점,서울 성북구 장월로 144-1 (장위동),성북구,EDIYA,37.6176591,127.0510232
368,장위동점,서울 성북구 월계로40길 7 (장위동),성북구,EDIYA,37.6229347,127.0484606
369,장위북서울꿈의숲점,서울 성북구 돌곶이로41가길 2 (장위동),성북구,EDIYA,37.6186444,127.0456108
370,장위중앙점,서울 성북구 장위로 35 (장위동),성북구,EDIYA,37.6144615,127.0407782
371,정릉뉴타운점,"서울 성북구 정릉로 307 (정릉동, 라온유 아파트)",성북구,EDIYA,37.6032405,127.0182023
372,정릉아리랑점,"서울 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)",성북구,EDIYA,37.5990611,127.018974
373,정릉점,서울 성북구 보국문로 77 (정릉동),성북구,EDIYA,37.6111419,127.0086059
374,정릉중앙점,서울 성북구 정릉로 251 (정릉동),성북구,EDIYA,37.6047192,127.011965
375,종암동점,서울 성북구 종암로 105 (종암동),성북구,EDIYA,37.5995967,127.0339167
376,하월곡동점,서울 성북구 오패산로 16 (하월곡동),성북구,EDIYA,37.6036318,127.0375947
377,한성대점,서울 성북구 삼선교로 10 (삼선동1가),성북구,EDIYA,37.5877339,127.0069093
378,가든파이브점,"서울 송파구 충민로 10 (문정동, 가든파이브툴)",송파구,EDIYA,37.4784176,127.1188877
379,가든파이브테크노관점,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)",송파구,EDIYA,37.4775778,127.1249983
380,가락몰점,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)",송파구,EDIYA,37.493116,127.1164539
381,가락중앙점,서울 송파구 송이로 87 (가락동),송파구,EDIYA,37.4953459,127.1238482
382,개롱역점,"서울 송파구 오금로 407 (오금동, 상아아파트)",송파구,EDIYA,37.497728,127.135835
383,거여점,서울 송파구 오금로 497 (거여동),송파구,EDIYA,37.4822096,127.1430251
384,마천사거리점,"서울 송파구 마천로 264 (거여동, 흥일빌딩)",송파구,EDIYA,37.4980378,127.1461353
385,문정KDU타워점,"서울 송파구 정의로 70 (문정동, 케이디유타워)",송파구,EDIYA,37.4823436,127.1172056
386,방이미성점,"서울 송파구 오금로 251 (방이동, 잠실3차한양아파트)",송파구,EDIYA,37.506137,127.1226568
387,방이역점,서울 송파구 위례성대로18길 32 (방이동),송파구,EDIYA,37.5095759,127.1247189
388,방이초교점,서울 송파구 가락로 280 (방이동),송파구,EDIYA,37.5127562,127.1200478
389,삼전역점,서울 송파구 백제고분로 263 (삼전동),송파구,EDIYA,37.5027912,127.0958008
390,삼전중앙점,서울 송파구 백제고분로27길 5 (삼전동),송파구,EDIYA,37.5058414,127.0897977
391,서울삼성내과점,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)",송파구,EDIYA,37.5061551,127.0807668
392,석촌백제점,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)",송파구,EDIYA,37.5028733,127.0989868
393,석촌역점,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)",송파구,EDIYA,37.507204,127.1058408
394,송파동점,"서울 송파구 백제고분로41길 5 (송파동, 태원빌딩)",송파구,EDIYA,37.5085433,127.1089663
395,송파문정점,서울 송파구 송이로 159 (가락동),송파구,EDIYA,37.4929569,127.1253526
396,송파올림픽훼미리타운점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)",송파구,EDIYA,37.4885195,127.1143775
397,송파위례점,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)",송파구,EDIYA,37.4811605,127.1423292
398,송파잠실점,서울 송파구 삼전로 95 (잠실동),송파구,EDIYA,37.5069926,127.0899219
399,송파파인타운점,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)",송파구,EDIYA,37.47724280000001,127.1274043
400,송파풍납점,서울 송파구 강동대로9길 17-1 (풍납동),송파구,EDIYA,37.52810059999999,127.1165443
401,송파하비오점,"서울 송파구 송파대로 111 (문정동, 파크하비오)",송파구,EDIYA,37.4816556,127.1234515
402,오금중앙점,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)",송파구,EDIYA,37.5087113,127.1304008
403,올림픽공원점,서울 송파구 올림픽로 354 (방이동),송파구,EDIYA,37.5156746,127.1253915
404,올림픽프라자점,서울 송파구 양재대로 1222 (방이동),송파구,EDIYA,37.5158257,127.1322182
405,위례포레샤인점,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",송파구,EDIYA,37.4756315,127.1358673
406,잠실나루역점,"서울 송파구 올림픽로35길 104 (신천동, 장미아파트)",송파구,EDIYA,37.5188846,127.0992806
407,잠실본동점,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)",송파구,EDIYA,37.5060163,127.0825999
408,잠실역점,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)",송파구,EDIYA,37.5136513,127.0940776
409,CBS본사점,서울 양천구 목동서로 159-1 (목동),양천구,EDIYA,37.5283066,126.8748903
410,강서초교점,서울 양천구 오목로 48 (신월동),양천구,EDIYA,37.5220052,126.8429459
411,남부지방법원점,"서울 양천구 은행정로4길 25 (신정동, SM엘루이아파트)",양천구,EDIYA,37.5215383,126.8625376
412,목3동점,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",양천구,EDIYA,37.5468869,126.8672611
413,목4동점,서울 양천구 목동중앙본로7길 46 (목동),양천구,EDIYA,37.5394977,126.866131
414,목동남부점,서울 양천구 목동남로 46 (신정동),양천구,EDIYA,37.5087642,126.8647447
415,목동등촌로점,서울 양천구 등촌로 180 (목동),양천구,EDIYA,37.5456904,126.8626862
416,목동로데오점,서울 양천구 목동로 219 (신정동),양천구,EDIYA,37.5279647,126.8638136
417,목동센트럴아이파크위브점,서울 양천구 남부순환로 603 (신월동),양천구,EDIYA,37.5152106,126.8406704
418,목동신목점,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",양천구,EDIYA,37.5370203,126.8714588
419,목동신트리점,"서울 양천구 신정로 312 (신정동, 뉴프라자)",양천구,EDIYA,37.5132372,126.8555397
420,목동아델리체점,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)",양천구,EDIYA,37.5181273,126.8519807
421,목동중앙점,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",양천구,EDIYA,37.5215106,126.8690925
422,목동파라곤점,서울 양천구 목동서로 155 (목동),양천구,EDIYA,37.5295038,126.8751635
423,목동파리공원점,서울 양천구 목동동로 379 (목동),양천구,EDIYA,37.5356048,126.8787598
424,서남병원점,서울 양천구 신정동,양천구,EDIYA,37.5151795,126.8557093
425,신월5동점,서울 양천구 화곡로 50 (신월동),양천구,EDIYA,37.5391718,126.8274318
426,신월7동점,서울 양천구 지양로 79 (신월동),양천구,EDIYA,37.5224237,126.832963
427,신월사거리점,서울 양천구 남부순환로 353 (신월동),양천구,EDIYA,37.5356811,126.8289529
428,신월신곡시장점,서울 양천구 신월로 172 (신월동),양천구,EDIYA,37.5182998,126.8426841
429,신정네거리역점,서울 양천구 중앙로 282 (신정동),양천구,EDIYA,37.5215815,126.8526466
430,신정서부점,서울 양천구 신정로11길 50-15 (신정동),양천구,EDIYA,37.5122198,126.8383477
431,신정역점,서울 양천구 오목로 155 (신정동),양천구,EDIYA,37.5249828,126.8546524
432,양천구청점,서울 양천구 목동동로 63 (신정동),양천구,EDIYA,37.5153085,126.862318
433,오목교대학학원점,서울 양천구 오목로 319 (목동),양천구,EDIYA,37.5250805,126.8730752
434,오목교역점,서울 양천구 신목로 102 (목동),양천구,EDIYA,37.5235882,126.8758373
435,KBS별관점,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",영등포구,EDIYA,37.5196169,126.9289537
436,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",영등포구,EDIYA,37.5268741,126.9178845
437,남부고용센터점,서울 영등포구 양산로 71 (양평동3가),영등포구,EDIYA,37.5298878,126.8925186
438,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가),영등포구,EDIYA,37.5247954,126.9073163
439,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",영등포구,EDIYA,37.5332974,126.9022397
440,당산중앙점,서울 영등포구 당산로 159 (당산동4가),영등포구,EDIYA,37.5290596,126.8990822
441,대림1동점,서울 영등포구 도림로 198 (대림동),영등포구,EDIYA,37.4964372,126.9028423
442,대림3동점,서울 영등포구 대림로 212 (대림동),영등포구,EDIYA,37.4995842,126.8981872
443,대림역점,서울 영등포구 도림로31길 2 (대림동),영등포구,EDIYA,37.4925474,126.8959255
444,도림사거리점,서울 영등포구 도림로 326 (신길동),영등포구,EDIYA,37.5065815,126.9018001
445,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",영등포구,EDIYA,37.5105926,126.9087737
446,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",영등포구,EDIYA,37.519494,126.939272
447,보라매역점,서울 영등포구 여의대방로 141 (신길동),영등포구,EDIYA,37.5074476,126.9167988
448,서여의도점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",영등포구,EDIYA,37.5303055,126.9199634
449,선유도역점,서울 영등포구 양평로 126 (양평동5가),영등포구,EDIYA,37.5411723,126.8944337
450,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동),영등포구,EDIYA,37.517783,126.9172836
451,신길썬프라자점,서울 영등포구 신길로 42 (신길동),영등포구,EDIYA,37.4964769,126.9086271
452,신길아이파크점,서울 영등포구 도림로 280 (신길동),영등포구,EDIYA,37.5029408,126.9042156
453,신길역점,서울 영등포구 영등포로 353 (신길동),영등포구,EDIYA,37.5150708,126.918095
454,신길중앙점,서울 영등포구 도신로 229 (신길동),영등포구,EDIYA,37.5121997,126.9165053
455,신풍역점,서울 영등포구 신풍로 52-1 (신길동),영등포구,EDIYA,37.4999459,126.9117931
456,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",영등포구,EDIYA,37.5243251,126.8837313
457,여의나루역점,서울 영등포구 여의나루로 113 (여의도동),영등포구,EDIYA,37.5260288,126.9307511
458,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",영등포구,EDIYA,37.5219838,126.930031
459,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",영등포구,EDIYA,37.5210236,126.9240116
460,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",영등포구,EDIYA,37.526554,126.904299
461,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",영등포구,EDIYA,37.5256479,126.8888824
462,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가),영등포구,EDIYA,37.5226874,126.9045536
463,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",영등포구,EDIYA,37.523105,126.9072522
464,영등포에이스점,서울 영등포구 경인로 775 (문래동3가),영등포구,EDIYA,37.5172698,126.8957152
465,영등포점,서울 영등포구 영중로 16-1 (영등포동3가),영등포구,EDIYA,37.5188726,126.9071635
466,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",영등포구,EDIYA,37.5159228,126.9073727
467,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",영등포구,EDIYA,37.5189835,126.8987059
468,한강성심병원점,서울 영등포구 버드나루로 51 (영등포동2가),영등포구,EDIYA,37.5206095,126.9121946
469,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",영등포구,EDIYA,37.5286052,126.9233963
470,힐스테이트클래시안점,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",영등포구,EDIYA,37.5036812,126.9125914
471,KBS별관점,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",영등포구,EDIYA,37.5196169,126.9289537
472,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",영등포구,EDIYA,37.5268741,126.9178845
473,남부고용센터점,서울 영등포구 양산로 71 (양평동3가),영등포구,EDIYA,37.5298878,126.8925186
474,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가),영등포구,EDIYA,37.5247954,126.9073163
475,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",영등포구,EDIYA,37.5332974,126.9022397
476,당산중앙점,서울 영등포구 당산로 159 (당산동4가),영등포구,EDIYA,37.5290596,126.8990822
477,대림1동점,서울 영등포구 도림로 198 (대림동),영등포구,EDIYA,37.4964372,126.9028423
478,대림3동점,서울 영등포구 대림로 212 (대림동),영등포구,EDIYA,37.4995842,126.8981872
479,대림역점,서울 영등포구 도림로31길 2 (대림동),영등포구,EDIYA,37.4925474,126.8959255
480,도림사거리점,서울 영등포구 도림로 326 (신길동),영등포구,EDIYA,37.5065815,126.9018001
481,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",영등포구,EDIYA,37.5105926,126.9087737
482,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",영등포구,EDIYA,37.519494,126.939272
483,보라매역점,서울 영등포구 여의대방로 141 (신길동),영등포구,EDIYA,37.5074476,126.9167988
484,서여의도점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",영등포구,EDIYA,37.5303055,126.9199634
485,선유도역점,서울 영등포구 양평로 126 (양평동5가),영등포구,EDIYA,37.5411723,126.8944337
486,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동),영등포구,EDIYA,37.517783,126.9172836
487,신길썬프라자점,서울 영등포구 신길로 42 (신길동),영등포구,EDIYA,37.4964769,126.9086271
488,신길아이파크점,서울 영등포구 도림로 280 (신길동),영등포구,EDIYA,37.5029408,126.9042156
489,신길역점,서울 영등포구 영등포로 353 (신길동),영등포구,EDIYA,37.5150708,126.918095
490,신길중앙점,서울 영등포구 도신로 229 (신길동),영등포구,EDIYA,37.5121997,126.9165053
491,신풍역점,서울 영등포구 신풍로 52-1 (신길동),영등포구,EDIYA,37.4999459,126.9117931
492,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",영등포구,EDIYA,37.5243251,126.8837313
493,여의나루역점,서울 영등포구 여의나루로 113 (여의도동),영등포구,EDIYA,37.5260288,126.9307511
494,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",영등포구,EDIYA,37.5219838,126.930031
495,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",영등포구,EDIYA,37.5210236,126.9240116
496,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",영등포구,EDIYA,37.526554,126.904299
497,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",영등포구,EDIYA,37.5256479,126.8888824
498,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가),영등포구,EDIYA,37.5226874,126.9045536
499,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",영등포구,EDIYA,37.523105,126.9072522
500,영등포에이스점,서울 영등포구 경인로 775 (문래동3가),영등포구,EDIYA,37.5172698,126.8957152
501,영등포점,서울 영등포구 영중로 16-1 (영등포동3가),영등포구,EDIYA,37.5188726,126.9071635
502,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",영등포구,EDIYA,37.5159228,126.9073727
503,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",영등포구,EDIYA,37.5189835,126.8987059
504,한강성심병원점,서울 영등포구 버드나루로 51 (영등포동2가),영등포구,EDIYA,37.5206095,126.9121946
505,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",영등포구,EDIYA,37.5286052,126.9233963
506,힐스테이트클래시안점,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",영등포구,EDIYA,37.5036812,126.9125914
507,갈현점,서울 은평구 갈현로 268 (갈현동),은평구,EDIYA,37.6206976,126.9166921
508,구산사거리점,서울 은평구 서오릉로 195 (구산동),은평구,EDIYA,37.6138211,126.9111839
509,구산역점,서울 은평구 연서로 148 (대조동),은평구,EDIYA,37.6119882,126.9176334
510,구파발역점,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",은평구,EDIYA,37.6356924,126.9193269
511,녹번동점,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",은평구,EDIYA,37.6024905,126.9248074
512,녹번중앙점,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)",은평구,EDIYA,37.6032819,126.9346515
513,독바위역점,"서울 은평구 불광로 128 (불광동, 배진하우스)",은평구,EDIYA,37.6181467,126.9333039
